collection,technique,dynamic,note,path,ext,source_kind
orchidea,ordinario,mf,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D4-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D5-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D6-mf-1c-T12d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D6-mf-2c-T12d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,D7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-D7-mf-1c-T22d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E4-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E4-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E5-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E6-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,E7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-E7-mf-1c-T22d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#4-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#4-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#6-mf-1c-T10d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F#6-mf-2c-T11d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F4-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F4-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-F6-mf-2c-T17d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#3-mf-4c-T13u_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#4-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#4-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#6-mf-1c-T11d_R100d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G#6-mf-2c-T21d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G3-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G4-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G4-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G6-mf-1c-T15d_Sustains.wav,.wav,ordinario
orchidea,ordinario,mf,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_mf\_Sustains\Vn-ord-G6-mf-2c-T12d_Sustains.wav,.wav,ordinario
orchidea,ordinario,pp,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#3-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#4-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#4-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#5-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#5-pp-3c-T10u.wav,.wav,ordinario
orchidea,ordinario,pp,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A#6-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A3-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A4-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A4-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A5-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A5-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A6-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-A6-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B3-pp-4c-T10u.wav,.wav,ordinario
orchidea,ordinario,pp,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B4-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B4-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B5-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B5-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-B6-pp-1c-T12d.wav,.wav,ordinario
orchidea,ordinario,pp,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#5-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#5-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#6-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#6-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C#7-pp-1c-T15d.wav,.wav,ordinario
orchidea,ordinario,pp,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C5-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C5-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C6-pp-1c-T11d.wav,.wav,ordinario
orchidea,ordinario,pp,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C6-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C6-pp-3c-T14d.wav,.wav,ordinario
orchidea,ordinario,pp,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-C7-pp-1c-T28d.wav,.wav,ordinario
orchidea,ordinario,pp,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#4-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#5-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#5-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#6-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#6-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D#7-pp-1c-T16d.wav,.wav,ordinario
orchidea,ordinario,pp,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D4-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D4-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D5-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D5-pp-3c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D5-pp-4c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D6-pp-1c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D6-pp-2c-N.wav,.wav,ordinario
orchidea,ordinario,pp,D7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Vln_Orchidea\ordinario\Vln_Orchidea_pp\Vn-ord-D7-pp-1c-T17d.wav,.wav,ordinario
