collection,instrument,technique,dynamic,note,path,ext,source_kind
philharmonia,vla,artificial_harmonic,mf,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_A#5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_A5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_A6_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_B5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_C#5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_C5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_C6_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_D#5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_D#6_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,D#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_D#7_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_E6_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,E7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_E7_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_F#5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,F#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_F#7_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_F6_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,artificial_harmonic,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_long_mezzo-forte_artificial-harmonic\viola_G5_long_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_A#5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_A5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_A6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_B5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_C#6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,C#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_C#7_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_C4_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_C5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_C6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_D#6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_D5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_D6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_E5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_E6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,E7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_E7_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_F#5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_F#6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_F6_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_G4_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,natural_harmonic,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola_harmonics\viola_mezzo-forte_natural-harmonic\viola_G5_long_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,vla,ordinario,f,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A#3_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A#4_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A#5_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A#6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A3_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A5_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_A6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_B4_025_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_B5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_B6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C#4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C#6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,mf,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C4_very-long_mezzo-forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C5_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_C7_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_D#3_025_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_D#6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,D3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_D3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_D5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_D6_025_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_D6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_E6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F#3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F#4_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F#5_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F#6_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F3_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F5_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_F6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G#3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G#6_025_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G#6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G3_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G4_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,f,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola forte_arco-normal\viola_forte_arco-normal15\viola_G6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A#3_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A#4_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A#5_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A#6_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A3_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A4_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A5_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_A6_1_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_B3_1_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_B4_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_B5_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_B6_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_C#3_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_C#4_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_C#5_15_fortissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,vla,ordinario,ff,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLA\Phillarmonia\viola\viola fortissimo_arco-normal\viola_fortissimo_arco-normal15\viola_C#6_15_fortissimo_arco-normal.mp3,.mp3,ordinario
