collection,instrument,technique,dynamic,note,path,ext,source_kind,label_raw
orchidea,vlc,ordinario,pp,G2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G2-pp-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G2-pp-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G3-pp-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G3-pp-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G3-pp-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G4-pp-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G4-pp-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Attacks\Vc-ord-G5-pp-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#2-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#3-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#3-pp-2c-T12u_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A#5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A2-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A3-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-A5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B2-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B2-pp-4c-T16u_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B3-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-B5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#4-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C#5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C4-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C5-pp-2c-T12u_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-C6-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#3-pp-4c-T11u_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#4-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D#5-pp-1c-T10d_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D4-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-D5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E4-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-E5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#2-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F#5-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F2-pp-4c-T19u_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F3-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F3-pp-3c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F3-pp-4c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F4-pp-1c-N_Decays.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,pp,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_pp\_Decays\Vc-ord-F4-pp-2c-N_Decays.wav,.wav,ordinario,ordinario
